,创建时间,地址,岗位,学历,工作经验,薪资水平
1426,2021-12-28 09:54:22,上海-浦东新区,高级软件开发工程师,本科,3-4年经验,1.8-3万/月
1427,2021-12-28 09:52:50,广州-天河区,C/C++开发工程师,大专,3-4年经验,1-1.8万/月
1428,2021-12-28 09:48:44,上海-闵行区,Linux软件开发工程师,本科,5-7年经验,1.5-3万/月
1429,2021-12-28 09:47:04,广州-海珠区,Java开发工程师,大专,3-4年经验,0.5-1.5万/月
1430,2021-12-28 09:44:35,杭州-拱墅区,C++开发工程师,本科,3-4年经验,1.5-2.5万/月
1431,2021-12-28 09:41:56,上海-闵行区,PHP研发工程师,本科,2年经验,1.8-3.5万/月
1432,2021-12-28 09:41:03,南京-雨花台区,后端开发工程师,本科,3-4年经验,1.6-2.5万/月
1433,2021-12-28 09:40:45,成都-青羊区,急聘Java高级开发工程师+双休,本科,5-7年经验,1.2-2万/月
1434,2021-12-28 09:35:59,深圳-福田区,C++/C#/JavaScript 软件开发工程师,大专,2年经验,0.8-1万/月
1435,2021-12-28 09:33:52,成都-高新区,高级GIS开发工程师,本科,5-7年经验,2-2.5万/月
1436,2021-12-28 09:33:23,深圳-南山区,编译器开发工程师,本科,2年经验,2.5-3.5万/月
1437,2021-12-28 09:28:44,浙江省,技术工程师（杭州）,大专,1年经验,6-8千/月
1438,2021-12-28 09:26:46,成都-温江区,嵌入式软件工程师,本科,1年经验,1-1.2万/月
1439,2021-12-28 09:25:34,上海-闵行区,C/C++软件研发工程师,本科,1年经验,2-2.5万/月
1440,2021-12-28 09:24:32,上海,数据开发工程师,本科,2年经验,1-1.5万/月
1441,2021-12-28 09:18:25,上海-虹口区,后端开发工程师,本科,2年经验,1.5-2万/月
1442,2021-12-28 09:17:48,广州-天河区,爬虫开发工程师,本科,3-4年经验,0.8-1.2万/月
1443,2021-12-28 09:16:57,大连-高新园区,Platform Engineer,本科,8-9年经验,2.5-3万/月
1444,2021-12-28 09:15:59,上海-静安区,Java中级研发工程师（AX）,本科,1年经验,1-2万/月
1445,2021-12-28 09:15:01,南京-江宁区,资深大数据工程师,本科,5-7年经验,2-2.5万/月
1446,2021-12-28 09:13:02,深圳-宝安区,高级C++开发工程师,本科,5-7年经验,1.5-2.5万/月
1447,2021-12-28 09:11:32,无锡-滨湖区,软件开发工程师,本科,1年经验,1-1.5万/月
1448,2021-12-28 09:10:12,上海-徐汇区,应用开发-后端,本科,2年经验,1.3-1.6万/月
1449,2021-12-28 09:07:57,上海,服务器C++开发工程师,本科,3-4年经验,2.5-3.5万/月
1450,2021-12-28 09:05:15,上海-浦东新区,C++开发工程师（中级）,本科,2年经验,1.5-3万/月
1451,2021-12-28 09:04:49,南昌-青山湖区,开发工程师,本科,2年经验,0.8-1.5万/月
1452,2021-12-28 09:04:41,天津-滨海新区,桌面研发工程师,本科,3-4年经验,1-2万/月
1453,2021-12-28 09:03:43,广州-番禺区,Java研发工程师,本科,3-4年经验,1-2万/月
1454,2021-12-28 09:02:05,上海-青浦区,架构师（大小周）,本科,8-9年经验,3.5-5.6万/月
1455,2021-12-28 09:01:14,武汉-东湖新技术产业开发区,高级Java开发工程师,本科,5-7年经验,1.5-2.5万/月
1456,2021-12-28 09:00:40,东莞-塘厦镇,C++高级开发工程师,大专,2年经验,1.3-2万/月
1457,2021-12-28 08:52:48,石家庄-裕华区,大数据ETL助理工程师,大专,无需经验,4.5-6千/月
1458,2021-12-28 08:52:45,上海-虹口区,数据开发工程师,本科,3-4年经验,1-2万/月
1459,2021-12-28 08:52:11,苏州-工业园区,软件工程师,本科,3-4年经验,0.8-1.5万/月
1460,2021-12-28 08:51:45,嘉兴,前后端开发工程师(J10286),大专,3-4年经验,0.7-1.2万/月
1461,2021-12-28 08:51:23,南京,Senior Software Manager / Director- motion control,本科,5-7年经验,2-2.5万/月
1462,2021-12-28 08:44:49,上海-浦东新区,Java中级开发(银行间交易系统）,本科,3-4年经验,1.5-2万/月
1463,2021-12-28 08:36:37,东莞-横沥镇,软件工程师,大专,3-4年经验,1-1.5万/月
1464,2021-12-28 08:35:20,南京-浦口区,嵌入式软件工程师,本科,2年经验,1.2-1.8万/月
1465,2021-12-28 08:32:49,成都-高新区,软件工程师,本科,2年经验,0.8-2万/月
1466,2021-12-28 08:28:06,北京-朝阳区,软件开发高级工程师,本科,2年经验,1.8-2.5万/月
1467,2021-12-28 07:23:57,上海-松江区,高级嵌入式软件工程师,本科,2年经验,1.5-3万/月
1468,2021-12-28 04:00:33,上海-静安区,爬虫开发工程师,本科,3-4年经验,2-2.5万/月
1469,2021-12-28 04:00:33,北京-海淀区,IAAS研发工程师(J10158),本科,3-4年经验,2.5-3万/月
1470,2021-12-28 04:00:33,广州-越秀区,软件开发主管/经理,本科,3-4年经验,1-2万/月
1471,2021-12-28 04:00:33,长沙-开福区,软件工程师（湖南长沙）,本科,3-4年经验,0.8-1.2万/月
1472,2021-12-28 04:00:33,上海-浦东新区,C++开发工程师,本科,2年经验,1.5-2.5万/月
1473,2021-12-28 04:00:33,上海,大数据架构师,本科,3-4年经验,1.5-2万/月
1474,2021-12-28 04:00:33,杭州-西湖区,协议栈开发专家/资深协议栈开发专家-蓝牙技术,本科,5-7年经验,2.5-4万/月
1475,2021-12-28 04:00:33,苏州-工业园区,软件工程师,本科,2年经验,9-18万/年
1476,2021-12-28 04:00:33,上海-浦东新区,计算机软件工程师,硕士,3-4年经验,1.8-3万/月
1477,2021-12-28 04:00:33,上海-浦东新区,工业软件设计,本科,1年经验,1-1.5万/月
1478,2021-12-28 04:00:33,南京,PHP开发工程师,本科,1年经验,6-9千/月
1479,2021-12-28 04:00:33,西安-碑林区,工业互联网边缘计算工程师,本科,3-4年经验,20-30万/年
1480,2021-12-28 04:00:33,武汉-江夏区,高级Java开发工程师（爬虫）,本科,5-7年经验,2-2.6万/月
1481,2021-12-28 04:00:33,成都,嵌入式初级软件工程师(C语言),本科,1年经验,6-8千/月
1482,2021-12-28 04:00:33,北京-通州区,嵌入式软件工程师,大专,2年经验,1.5-2.5万/月
1483,2021-12-28 04:00:33,滁州,软件工程师-安徽光智科技有限公司,硕士,1年经验,1-1.5万/月
1484,2021-12-28 04:00:33,上海-浦东新区,Java高级开发工程师（带团队）,本科,5-7年经验,2-3万/月
1485,2021-12-28 04:00:33,南京-雨花台区,开发工程师,大专,3-4年经验,0.7-1.4万/月
1486,2021-12-28 04:00:33,深圳-南山区,爬虫工程师,大专,3-4年经验,1.2-1.6万/月
1487,2021-12-28 04:00:33,武汉-东湖新技术产业开发区,C++高级开发工程师,本科,3-4年经验,1.5-3万/月
1488,2021-12-28 04:00:33,杭州-上城区,软件编程与开发（计算机讲师）,本科,3-4年经验,1-1.5万/月
1489,2021-12-28 04:00:33,成都-武侯区,大数据开发工程师,本科,3-4年经验,1-1.5万/月
1490,2021-12-28 04:00:33,南京-浦口区,Java高级开发工程师,本科,10年以上经验,2-2.5万/月
1491,2021-12-28 04:00:33,天津-南开区,软件工程师,大专,5-7年经验,1-1.5万/月
1492,2021-12-28 04:00:33,北京-朝阳区,软件工程师,本科,1年经验,1-2万/月
1493,2021-12-28 04:00:33,上海-浦东新区,后台开发工程师,本科,2年经验,1.5-3万/月
1494,2021-12-28 04:00:33,成都-金牛区,软件工程师,本科,无需经验,6-8千/月
1495,2021-12-28 04:00:33,上海-普陀区,区块链工程师,本科,2年经验,1-2万/月
1496,2021-12-28 04:00:33,南京-浦口区,软件开发工程师（研发中心）,本科,1年经验,0.8-1.5万/月
1497,2021-12-28 04:00:33,苏州-工业园区,C#开发工程师,大专,3-4年经验,1.2-2万/月
1498,2021-12-28 04:00:33,深圳-宝安区,软件工程师,大专,3-4年经验,1-2万/月
1499,2021-12-28 04:00:33,上海-徐汇区,Java开发工程师,大专,3-4年经验,1.5-2万/月
1500,2021-12-28 04:00:33,佛山-顺德区,嵌入式开发,招3人,1年经验,8-10万/年
1501,2021-12-28 04:00:33,上海-杨浦区,零信任安全产品后端开发（golang）,本科,5-7年经验,2-3.5万/月
1502,2021-12-28 04:00:33,北京,大数据开发工程师,本科,5-7年经验,1.5-3万/月
1503,2021-12-28 04:00:33,上海,软件工程师,本科,2年经验,6-8千/月
1504,2021-12-28 04:00:33,深圳,图像处理工程师,本科,2年经验,2.8-4.2万/月
1505,2021-12-28 04:00:33,深圳,嵌入式软件工程师,本科,1年经验,1-1.5万/月
1506,2021-12-28 04:00:33,深圳,全栈工程师,本科,3-4年经验,1.5-3万/月
1507,2021-12-28 04:00:33,东莞-塘厦镇,软件工程师,大专,3-4年经验,1.2-1.6万/月
1508,2021-12-28 04:00:33,上海-宝山区,Linux软件工程师,本科,3-4年经验,1.5-2万/月
1509,2021-12-28 04:00:33,上海,Linux开发工程师,本科,5-7年经验,1.5-2万/月
1510,2021-12-28 04:00:33,深圳-南山区,大数据开发工程师,本科,1年经验,1.4-2万/月
1511,2021-12-28 04:00:33,上海-松江区,嵌入式软件工程师,本科,2年经验,1.5-2.5万/月
1512,2021-12-28 04:00:33,哈尔滨-南岗区,软件工程师,本科,1年经验,5-9千/月
1513,2021-12-28 04:00:33,深圳-南山区,初级C++软件工程师,本科,1年经验,0.8-1.5万/月
1514,2021-12-28 04:00:33,苏州-工业园区,Java开发工程师,本科,3-4年经验,0.8-1.6万/月
1515,2021-12-28 04:00:33,成都-高新区,软件开发工程师,本科,2年经验,1.2-1.8万/月
1516,2021-12-28 04:00:33,杭州-滨江区,化工大数据研发工程师,硕士,2年经验,1.2-2.4万/月
1517,2021-12-28 04:00:33,西安,软件开发工程师,大专,3-4年经验,1.5-2.5万/月
1518,2021-12-28 04:00:33,北京-朝阳区,全栈工程师,本科,1年经验,0.9-1.2万/月
1519,2021-12-28 04:00:33,广州-荔湾区,MES工程师,大专,2年经验,1-2.5万/月
1520,2021-12-28 04:00:33,上海,软件开发工程师,大专,2年经验,15-20万/年
1521,2021-12-28 04:00:33,深圳-福田区,Product Software Testing Engineer,本科,3-4年经验,1-1.5万/月
1522,2021-12-28 04:00:33,上海-宝山区,Java开发工程师,本科,3-4年经验,1-1.5万/月
1523,2021-12-28 04:00:33,珠海-香洲区,Java开发工程师+五险一金+双休,大专,2年经验,1-1.7万/月
1524,2021-12-28 04:00:33,成都,嵌入式软件工程师,本科,2年经验,0.5-1万/月
1525,2021-12-28 04:00:33,成都-青羊区,交换芯片SDK开发工程师,本科,2年经验,1-2万/月
1526,2021-12-28 04:00:33,深圳-宝安区,软件工程师（七）,大专,1年经验,1-1.5万/月
1527,2021-12-28 04:00:33,宁波,嵌入式软件工程师（宁波）,本科,3-4年经验,20-35万/年
1528,2021-12-28 04:00:33,深圳-福田区,大数据开发工程师,本科,2年经验,1-2万/月
1529,2021-12-28 04:00:33,广州-天河区,大数据开发工程师,大专,3-4年经验,2-2.4万/月
1530,2021-12-28 04:00:33,南京,嵌入式软件工程师,本科,2年经验,2-3万/月
1531,2021-12-28 04:00:33,上海-黄浦区,Linux C/C++ 软件开发工程师,本科,1年经验,0.8-1.6万/月
1532,2021-12-28 04:00:33,湖州,软件开发工程师,本科,1年经验,1-1.5万/月
1533,2021-12-28 04:00:33,东莞-厚街镇,物联网工程师,本科,1年经验,0.6-1万/月
1534,2021-12-28 04:00:33,深圳-南山区,软件工程师,本科,5-7年经验,1.5-3万/月
1535,2021-12-28 04:00:33,上海-杨浦区,软件工程师,本科,1年经验,1-1.5万/月
1536,2021-12-28 04:00:33,肇庆,软件工程师,本科,1年经验,0.5-1万/月
1537,2021-12-28 04:00:00,长沙,Java软件工程师,本科,2年经验,0.6-1.2万/月
1538,2021-12-28 13:56:27,昆山,002软件工程师,大专,3-4年经验,0.9-1.8万/月
1539,2021-12-28 11:42:52,上海-徐汇区,后端开发工程师,本科,5-7年经验,1-1.5万/月
1540,2021-12-28 09:21:36,成都-锦江区,前端/后端开发,本科,2年经验,1-1.5万/月
1541,2021-12-28 09:05:23,北京-朝阳区,Java开发工程师,本科,3-4年经验,1-1.5万/月
1542,2021-12-28 09:03:10,合肥-高新区,硬件开发工程师/嵌入式开发工程师,本科,1年经验,1-1.5万/月
1543,2021-12-28 09:01:10,深圳-龙华区,嵌入式工程师 / 单片机工程师,本科,1年经验,0.8-1.2万/月
1544,2021-12-28 08:44:22,武汉-江夏区,大数据开发工程师（武汉）,本科,1年经验,1-2万/月
1545,2021-12-28 04:00:33,深圳,Embedded Software Expert,本科,无需经验,3-4万/月
1546,2021-12-28 04:00:33,上海-浦东新区,Golang中级工程师,硕士,3-4年经验,4-6万/月
1547,2021-12-28 04:00:33,上海-浦东新区,研发工程师,硕士,2年经验,2-3万/月
1548,2021-12-28 04:00:33,嘉兴,大数据开发工程师,本科,无需经验,1.5-2万/月
1549,2021-12-28 04:00:33,无锡,软件工程师（后端）,本科,无需经验,6-8千/月
1550,2021-12-28 04:00:33,无锡,模型部署工程师,本科,无需经验,6-8千/月
1551,2021-12-28 04:00:33,北京,开发工程师,本科,2年经验,1.5-2.5万/月
1552,2021-12-28 04:00:33,上海,社招职位-增强现实虚拟现实技术研发岗（元宇宙）,本科,1年经验,1-1.5万/月
1553,2021-12-28 04:00:33,上海,社招职位 - 数据应用研发,本科,2年经验,1.5-3万/月
1554,2021-12-28 04:00:33,深圳,后端架构师,本科,5-7年经验,2-2.5万/月
1555,2021-12-28 04:00:33,广州,node.js工程师,大专,2年经验,0.8-1万/月
1556,2021-12-28 04:00:33,深圳,软件开发工程师,本科,3-4年经验,2.5-3万/月
1557,2021-12-28 04:00:33,深圳,软件工程师,本科,2年经验,1.4-2.5万/月
1558,2021-12-28 04:00:33,上海,图形工程师(J10728),硕士,3-4年经验,1.2-2.4万/月
1559,2021-12-28 04:00:33,武汉-江汉区,Java高级开发工程师,大专,2年经验,0.8-1.5万/月
1560,2021-12-28 04:00:33,杭州-余杭区,高级开发工程师,本科,3-4年经验,15-20万/年
1561,2021-12-28 09:21:05,上海-闵行区,嵌入式软件工程师,本科,2年经验,1.5-3万/月
1562,2021-12-28 08:49:14,上海-青浦区,Java开发工程师(初中级）,本科,2年经验,1-2万/月
1563,2021-12-28 08:48:03,深圳-坪山区,后端研发工程师,本科,2年经验,1.5-2.5万/月
1564,2021-12-28 07:59:01,中山,PHP程序员,大专,1年经验,0.7-1.1万/月
1565,2021-12-28 04:00:33,深圳-宝安区,CAN/MCU软件工程师,本科,3-4年经验,2-3万/月
1566,2021-12-28 04:00:33,上海-徐汇区,混合云解决方案架构师,本科,5-7年经验,2.5-3万/月
1567,2021-12-28 14:14:38,上海-浦东新区,云计算工程师,本科,2年经验,1.5-3万/月
1568,2021-12-28 14:12:52,广州,嵌入式Linux开发工程师,大专,3-4年经验,0.8-1.6万/月
1569,2021-12-28 14:12:48,上海-浦东新区,phthon开发工程师,大专,2年经验,0.8-1万/月
1570,2021-12-28 14:11:20,上海,资深软件工程师,本科,5-7年经验,2-4万/月
1571,2021-12-28 14:09:58,昆山,物联网软件开发工程师(J10408),本科,3-4年经验,1-2万/月
1572,2021-12-28 14:09:25,苏州-工业园区,高级软件工程师,本科,3-4年经验,1-2.5万/月
1573,2021-12-28 14:07:23,上海-黄浦区,NET工程师,大专,2年经验,0.9-1.8万/月
1574,2021-12-28 14:07:04,武汉,软件工程师,本科,1年经验,0.8-1万/月
1575,2021-12-28 14:07:01,上海-浦东新区,Java资深开发工程师,本科,10年以上经验,1.5-3万/月
1576,2021-12-28 14:06:58,成都-高新区,软件高级工程师,本科,5-7年经验,1.5-3万/月
1577,2021-12-28 14:06:24,广州-天河区,急招PHP开发工程师(有福),大专,2年经验,0.8-1.2万/月
1578,2021-12-28 14:06:18,上海-徐汇区,软件开发工程师（PC端）,本科,3-4年经验,1.8-3.5万/月
1579,2021-12-28 14:05:31,深圳-南山区,C#开发工程师,本科,2年经验,1-1.5万/月
1580,2021-12-28 14:04:43,南京-秦淮区,大数据开发工程师,本科,2年经验,1-2万/月
1581,2021-12-28 14:03:57,福州-台江区,web开发工程师,本科,3-4年经验,0.8-1万/月
1582,2021-12-28 14:03:45,无锡-惠山区,Java开发工程师,大专,3-4年经验,0.8-1.5万/月
1583,2021-12-28 14:03:06,济南-高新区,高级软件工程师,本科,5-7年经验,0.8-1.5万/月
1584,2021-12-28 14:02:59,长沙-岳麓区,后端开发工程师,本科,1年经验,1-2万/月
1585,2021-12-28 14:02:57,上海-徐汇区,GUI开发工程师,本科,3-4年经验,1.5-3万/月
1586,2021-12-28 14:02:52,南京-江宁区,大数据开发工程师,招10人,3-4年经验,2-3.5万/月
1587,2021-12-28 14:01:40,上海-浦东新区,高级软件工程师,本科,3-4年经验,2.6-4万/月
1588,2021-12-28 14:01:05,苏州-工业园区,后端开发工程师,本科,3-4年经验,1.4-1.7万/月
1589,2021-12-28 14:00:38,广州-天河区,RPA工程师,大专,2年经验,1-1.5万/月
1590,2021-12-28 14:00:25,上海-徐汇区,Java架构师,本科,8-9年经验,3-4万/月
1591,2021-12-28 14:00:11,上海-虹口区,资深量化开发C++工程师,本科,2年经验,4-6万/月
1592,2021-12-28 14:00:08,佛山,Pyhon研发工程师,本科,2年经验,0.8-1万/月
1593,2021-12-28 13:59:28,深圳,AGV软件工程师,本科,2年经验,1.5-2万/月
1594,2021-12-28 13:58:26,深圳,软件开发工程师（前端）,本科,1年经验,1-1.5万/月
1595,2021-12-28 13:58:25,深圳-南山区,软件工程师（AI 方向）,本科,10年以上经验,2-3.5万/月
1596,2021-12-28 13:58:02,上海-闵行区,Java工程师（偏业务系统开发）,本科,3-4年经验,1-1.5万/月
1597,2021-12-28 13:57:20,广州-黄埔区,前后端开发工程师,本科,2年经验,9.6-12万/年
1598,2021-12-28 13:56:54,深圳-福田区,Java开发工程师(13薪+年终奖）,本科,1年经验,0.6-1万/月
1599,2021-12-28 13:56:36,合肥-高新区,软件工程师/技术主管,本科,2年经验,0.8-1.6万/月
1600,2021-12-28 13:56:01,广州-黄埔区,大数据开发工程师,本科,3-4年经验,1.2-1.8万/月
1601,2021-12-28 13:55:39,北京-海淀区,大数据工程师,本科,2年经验,1-1.5万/月
1602,2021-12-28 13:55:05,成都,Big Data Admin,本科,5-7年经验,2-2.5万/月
1603,2021-12-28 13:55:00,福州,DevOps工程师,本科,1年经验,1.5-2.5万/月
1604,2021-12-28 13:54:23,深圳-福田区,大数据工程师,大专,3-4年经验,1.5-3万/月
1605,2021-12-28 13:54:16,杭州-萧山区,应用开发工程师,本科,2年经验,10-15万/年
1606,2021-12-28 13:54:00,上海,嵌入式软件C/C++工程师,本科,3-4年经验,1-1.5万/月
1607,2021-12-28 13:53:55,杭州,嵌入式软件工程师,本科,3-4年经验,1.2-1.8万/月
1608,2021-12-28 13:53:39,南京-江北新区,软件迁移适配工程师,本科,2年经验,1-1.5万/月
1609,2021-12-28 13:52:26,广州,.NET开发工程师,招1人,2年经验,0.7-1万/月
1610,2021-12-28 13:51:23,上海-徐汇区,C++软件工程师,本科,3-4年经验,
