机构编号,医疗机构名称,医疗机构等级,医疗机构类型,医疗机构地址
H11011201161,北京市通州区永顺地区乔庄社区卫生服务站,未定级,社区卫生服务站,北京市通州区永顺地区乔庄村委会对面
H11011201162,北京市通州区永顺镇北马庄社区卫生服务站,未定级,社区卫生服务站,北京市通州区永顺镇北马庄老年活动中心院内
H11011201163,北京市通州区永顺镇邓家窑社区卫生服务站,未定级,社区卫生服务站,北京市通州区永顺镇邓家窑市场内10号
H11011201164,北京市通州区永顺镇富河园社区卫生服务站,未定级,社区卫生服务站,北京市通州区富河园小区1号
H11011201165,北京市通州区永顺镇焦王庄社区卫生服务站,未定级,社区卫生服务站,北京市通州区永顺镇焦王庄潞苑南大街81号院2号楼甲5号
H11011201166,北京市通州区永顺镇果园社区卫生服务站,未定级,社区卫生服务站,北京市通州区运河西大街19号楼首层12号
H11011201167,北京市通州区于家务回族乡渠头社区卫生服务站,未定级,社区卫生服务站,北京市通州区于家务回族乡渠头村
H11011201168,北京市通州区于家务乡西垡村社区卫生服务站,未定级,社区卫生服务站,北京市通州区于家务乡西垡村
H11011201169,北京市通州区于家务回族乡北辛店村社区卫生服务站,未定级,社区卫生服务站,北京市通州区于家务回族乡北辛店村304号
H11011201170,北京市通州区于家务回族乡于家务社区卫生服务中心（北京市通州区于家务卫生院）,一级,综合医院,北京市通州区于家务回族乡于家务村
H11011201172,北京市通州区玉桥街道潞阳桥社区卫生服务站,未定级,社区卫生服务站,北京市通州区砖厂北里135
H11011201140,北京市通州区潞城镇甘棠社区卫生服务中心（北京市通州区甘棠卫生院）,一级,综合医院,北京市通州区潞城镇侉店村
H11011201141,北京市通州区潞城镇潞城社区卫生服务中心（北京市通州区潞城卫生院）,一级,综合医院,北京市通州区潞城镇水仙东路；北京市通州区胡各庄大街9号院14号楼一层房屋108、110、113、115；北京市通州区含英园一区9号楼三层、四层
H11011201142,北京市通州区马驹桥镇马驹桥社区卫生服务中心（北京市通州区第二医院）;北京市通州区马驹桥社区医院,一级,综合医院,北京市通州区马驹桥镇/北京市通州区马驹桥镇敬老院内
H11011201143,北京市通州区马驹桥镇新海家园北里小区社区卫生服务站,未定级,社区卫生服务站,北京市通州区马驹桥镇新海家园北里
H11011201144,北京市通州区三乐康复老年公寓医务室,未定级,医务室,北京市通州区马驹桥镇陈各庄村11号
H11011201145,北京市通州区宋庄镇疃里社区卫生服务站,未定级,社区卫生服务站,北京市通州区宋庄镇疃里村
H11011201146,北京市通州区宋庄镇翟里社区卫生服务站,未定级,社区卫生服务站,北京市通州区宋庄镇翟里村
H11011201147,北京市通州区台湖镇口子社区卫生服务站,未定级,社区卫生服务站,北京市通州区台湖镇口子村
H11011201148,北京市通州区台湖镇台湖社区卫生服务中心（北京市通州区台湖卫生院）,一级,综合医院,北京市通州区台湖镇台湖村/北京市通州区台湖镇敬老院内
H11011201149,北京市通州区西集镇西集社区卫生服务中心（北京市通州区西集卫生院）,一级,综合医院,北京市通州区西集镇
H11011201201,北京中科印物业管理有限公司卫生所,未定级,卫生所（室）,北京市通州区北苑南路63号院
H11011201202,北京通州中医门诊部,未定级,中医门诊部,通州区永顺镇鑫苑小区4号111室112室212室
H11011201926,北京市通州区永顺镇永顺社区卫生服务中心（北京市通州区永顺卫生院）,一级,综合医院,北京市通州区永顺地区龙旺庄36号楼/北京市通州区永顺镇王家场村(敬老院内)/北京市通州区永顺镇龙旺庄村(华龙老年公寓院内)/通州区永顺南街236号院/通州区李庄家园二区甲5#综合服务楼103/104室
H11011201927,北京市通州区张家湾镇牛堡屯社区卫生服务中心（北京市通州区牛堡屯卫生院）,一级,综合医院,北京市通州区张家湾镇后坨村186号
H11011201928,北京市通州区西集镇郎府社区卫生服务中心（北京市通州区郎府卫生院）,一级,综合医院,北京市通州区西集镇郎东村/北京市通州区西集镇郎府敬老院院内
H11011201939,北京市通州区台湖镇次渠社区卫生服务中心（北京市通州区次渠卫生院）,一级,综合医院,北京市通州区台湖镇次渠村
H11011202364,北京市通州区宋庄镇徐辛庄社区卫生服务中心（北京市通州区徐辛庄卫生院）,一级,社区卫生服务中心,北京市通州区宋庄镇徐辛庄村/北京市通州区宋庄镇徐辛庄卫生院北100米（徐辛庄敬老院内）北京市通州区翠屏南里街2号A6号
H11011202365,北京市通州区宋庄镇宋庄社区卫生服务中心（北京市通州区宋庄卫生院）,一级,综合医院,1.北京市通州区宋庄镇前夏村2.北京市通州区宋庄镇前夏公庄临49号（宋庄镇敬老院内）
H11011202366,北京市通州区妇幼保健院,三级,妇幼保健院,北京市通州区玉桥中路124号、通州区玉桥中路梨园东里北区23号楼、通州区临河里50号楼
H11011202369,北京市通州区疾病预防控制中心结核病防治所,一级,结核病防治所（站、中心）,北京市通州区梨园北杨洼221号
H11011201186,北京市通州区中仓街道南街社区卫生服务站,未定级,社区卫生服务站,北京市通州区中仓街道南大街123号
H11011201187,北京市通州区中仓街道西上园社区卫生服务站,未定级,社区卫生服务站,北京市通州区中上园28号楼
H11011201188,北京市通州区中仓街道中仓社区卫生服务站,未定级,社区卫生服务站,北京市通州区中仓小区14号
H11011201189,北京泗河中医医院,一级,中医（综合）医院,北京市通州区玉带河大街151、152号
H11011201190,北京通州北苑中医门诊部,未定级,中医（综合）门诊部,北京市通州区八里桥南街11号楼1-2层
H11011201196,北京通州东方卫生所,未定级,卫生所（室）,北京市通州区颐瑞中二路76号
H11011201197,北京通州通朝路中医医院,一级,中医（综合）医院,北京市通州区通朝大街怡乐园一区120号楼
H11011201198,北京物资学院综合门诊部,未定级,综合门诊部,北京市通州区西富河园
H11011201199,北京运河中医医院,一级,中医（综合）医院,北京市通州区运河西大街17号
H11011201200,北京正和口腔门诊部,未定级,口腔门诊部,北京市通州区怡乐北街17号
H11011201173,北京市通州区玉桥街道玉桥社区卫生服务站,未定级,社区卫生服务站,北京市通州区玉桥北里51号
H11011201174,北京市通州区玉桥街道玉桥南里社区卫生服务站,未定级,社区卫生服务站,北京市通州区玉桥南里43号楼611、612、711、712号
H11011201175,北京市通州区玉桥街道柳岸方园社区卫生服务站,未定级,社区卫生服务站,通州区玉桥西里中街18号1至2层18号、20号1至2层20号、22号1至2层22号
H11011201176,北京市通州区张家湾镇大高力庄村社区卫生服务站,未定级,社区卫生服务站,北京市通州区张家湾镇高丽园（颐瑞东里）223号楼一层
H11011201178,北京市通州区张家湾镇上店村社区卫生服务站,未定级,社区卫生服务站,北京市通州区张家湾镇上店村
H11011201179,北京市通州区张家湾镇里二泗社区卫生服务站,未定级,社区卫生服务站,北京市通州区张家湾镇里二泗村西北口
H11011201181,北京市通州区张家湾镇大辛庄村社区卫生服务站,未定级,社区卫生服务站,北京市通州区张家湾镇大辛庄村269号（原村委会）
H11011201182,北京市通州区张家湾镇垡头社区卫生服务站,未定级,社区卫生服务站,北京市通州区张家湾镇垡头村
H11011201183,北京市通州区张家湾镇张家湾社区卫生服务中心（北京市通州区张家湾卫生院）,一级,综合医院,北京市通州区张家湾镇张家湾村东区甲2号/北京市通州区张家湾镇敬老院内
H11011201185,北京市通州区中仓街道东关社区卫生服务站,未定级,社区卫生服务站,北京市通州区故城东路63号，北京市通州区新华东街48号三区2号楼101室
H11011300248,北京市顺义区城区社区卫生服务中心义宾社区卫生服务站,未定级,社区卫生服务站,北京市顺义区义宾南区10号楼北侧
H11011300249,北京市顺义区城区社区卫生服务中心永欣嘉园社区卫生服务站,未定级,社区卫生服务站,北京市顺义区永欣嘉园站前街8号院5号楼首层108、109室
H11011300250,北京市顺义区城区社区卫生服务中心裕龙社区卫生服务站,未定级,社区卫生服务站,北京市顺义区裕龙花园四区17号楼03室门面房
H11011300252,北京市顺义区大孙各庄社区卫生服务中心柴家林社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇柴家林村
H11011300254,北京市顺义区大孙各庄社区卫生服务中心大田庄社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇大田庄村
H11011300255,北京市顺义区大孙各庄社区卫生服务中心大段社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇大段村
H11011300256,北京市顺义区大孙各庄社区卫生服务中心大塘社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇大塘村
H11011300257,北京市顺义区大孙各庄社区卫生服务中心薛庄社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇薛庄村
H11011300258,北京市顺义区大孙各庄社区卫生服务中心田各庄社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇田各庄村
H11011300259,北京市顺义区大孙各庄社区卫生服务中心后岭社区卫生服务站,未定级,社区卫生服务站,北京市顺义区大孙各庄镇后岭上村
H11011300225,北京市顺义区北小营镇社区卫生服务中心上辇社区卫生服务站,未定级,社区卫生服务站,北京市顺义区206乡道与顺密路交叉口西约260米
H11011300207,北京市顺义区北石槽镇卫生院良善庄社区卫生服务站,未定级,社区卫生服务站,北京市顺义区北石槽镇良善庄村
H11011300226,北京市顺义区北小营镇社区卫生服务中心西乌鸡社区卫生服务站,未定级,社区卫生服务站,北京市顺义区彩虹路与青新街交叉口西南约100米
H11011300208,北京市顺义区北石槽镇卫生院寺上社区卫生服务站,未定级,社区卫生服务站,北京市顺义区北石槽镇寺上村
H11011300227,北京市顺义区北小营镇卫生院北府社区卫生服务站,未定级,社区卫生服务站,北京市顺义区北小营镇北府村
H11011300209,北京市顺义区北石槽镇卫生院下西市社区卫生服务站,未定级,社区卫生服务站,北京市顺义区北石槽镇下西市村
H11011300218,北京市顺义区北务社区卫生服务中心北务社区卫生服务站,未定级,社区卫生服务站,北京市顺义区北务镇北务村
